
time,weathercode (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),windspeed_10m_max (km/h),windgusts_10m_max (km/h),shortwave_radiation_sum (MJ/m²)
2019-02-21,63,10.2,0.3,5.70,17.1,49.0,14.38
2019-02-22,2,6.9,0.3,0.00,13.5,27.4,12.28
2019-02-23,51,4.5,-2.5,0.20,9.7,18.0,10.50
2019-02-24,63,9.1,2.2,18.20,28.8,60.5,2.88
2019-02-25,3,4.7,-2.1,0.00,41.3,82.1,15.90
2019-02-26,2,2.6,-3.8,0.00,23.4,50.4,16.42
2019-02-27,71,-1.4,-4.7,0.00,14.9,30.6,8.86
2019-02-28,73,2.3,-2.8,0.50,19.8,38.9,17.27
2019-03-01,73,2.5,-2.5,2.30,11.3,22.7,7.75
2019-03-02,75,3.4,-1.0,9.90,15.9,30.6,10.46
2019-03-03,75,4.4,-4.5,7.90,11.3,20.9,13.09
2019-03-04,75,2.3,-3.9,12.70,18.6,35.3,17.83
2019-03-05,1,-1.5,-11.1,0.00,17.0,33.1,18.68
2019-03-06,3,-4.2,-10.5,0.00,24.0,45.0,17.17
2019-03-07,3,-0.9,-13.3,0.00,23.3,44.3,16.56
2019-03-08,3,2.3,-6.9,0.00,11.1,20.2,17.29
2019-03-09,1,6.5,-3.5,0.00,9.7,16.9,19.43
2019-03-10,73,8.3,-3.5,15.70,22.7,47.2,4.09
2019-03-11,2,9.9,0.6,0.00,21.5,43.2,19.41
2019-03-12,2,6.2,-2.1,0.00,21.5,41.0,18.55
2019-03-13,53,7.7,-3.9,0.60,11.9,23.8,18.46
2019-03-14,3,12.1,1.7,0.00,17.0,26.3,17.32
2019-03-15,63,20.5,9.1,7.70,22.3,45.4,10.64
2019-03-16,3,11.2,3.1,0.00,27.2,50.0,16.70
2019-03-17,3,6.4,-2.0,0.00,15.9,31.0,17.43
2019-03-18,2,6.7,-2.0,0.00,12.8,24.5,17.08
2019-03-19,2,8.4,-2.8,0.00,13.0,24.5,18.17
2019-03-20,3,10.1,-1.0,0.00,17.4,31.7,20.16
2019-03-21,61,8.5,3.9,15.90,23.6,52.6,4.82
2019-03-22,61,10.0,3.7,9.30,32.5,62.3,9.39
2019-03-23,71,8.6,0.4,0.00,30.1,59.8,20.54
2019-03-24,3,13.7,-2.0,0.00,17.2,34.6,18.82
2019-03-25,51,9.7,5.3,0.70,13.0,26.3,9.62
2019-03-26,1,7.6,-1.3,0.00,18.6,37.4,23.19
2019-03-27,1,6.2,-2.5,0.00,14.0,27.7,22.47
2019-03-28,3,10.5,-2.2,0.00,16.3,31.0,21.36
2019-03-29,51,15.0,4.5,0.20,12.0,24.1,8.80
2019-03-30,3,18.0,7.3,0.00,20.7,36.7,19.03
2019-03-31,61,14.9,5.3,5.70,21.4,41.4,6.21
2019-04-01,3,7.9,-0.4,0.00,26.3,51.8,22.47
2019-04-02,61,8.7,-1.5,3.10,18.1,38.2,19.91
2019-04-03,55,17.0,2.1,2.50,32.1,60.5,23.52
2019-04-04,1,13.9,1.6,0.00,19.4,38.2,23.55
2019-04-05,55,5.1,2.1,7.20,14.2,27.7,6.30
2019-04-06,51,18.1,4.1,0.20,9.9,21.2,18.02
2019-04-07,3,16.8,4.7,0.00,14.5,27.0,21.94
2019-04-08,63,23.4,9.9,7.40,16.9,43.6,13.49
2019-04-09,51,15.0,7.2,0.40,16.3,34.6,12.05
2019-04-10,3,14.0,5.0,0.00,20.5,42.1,18.40
2019-04-11,51,9.9,2.0,0.30,12.7,24.5,17.27
2019-04-12,61,18.9,5.1,6.30,20.2,43.6,14.97
2019-04-13,61,23.1,13.6,10.70,22.6,48.2,13.94
2019-04-14,53,17.5,11.7,0.90,18.4,33.1,8.35
2019-04-15,63,17.5,7.1,10.30,37.2,71.6,14.53
2019-04-16,2,16.7,5.3,0.00,24.3,44.3,26.13
2019-04-17,51,14.4,8.1,0.30,14.5,29.9,23.23
2019-04-18,51,17.2,8.2,1.60,18.8,37.4,10.64
2019-04-19,51,22.6,14.4,0.80,25.9,49.7,15.49
2019-04-20,63,17.5,12.3,21.00,26.3,66.6,4.35
2019-04-21,51,17.6,11.1,0.30,15.2,26.3,14.25
2019-04-22,61,17.8,9.7,7.70,14.0,31.0,11.28
2019-04-23,51,22.6,10.5,0.20,13.0,26.6,24.62
2019-04-24,2,19.9,11.9,0.00,18.4,38.5,26.68
2019-04-25,3,16.7,8.5,0.00,13.6,25.2,22.21
2019-04-26,63,16.1,11.1,20.20,21.3,52.9,6.47
2019-04-27,53,13.6,8.0,1.10,33.6,68.8,20.08
2019-04-28,61,11.5,6.4,4.00,17.7,42.1,9.49
2019-04-29,3,13.7,3.5,0.00,14.6,29.9,24.89
2019-04-30,55,16.3,8.7,3.50,12.3,41.4,10.44
2019-05-01,53,11.7,9.5,1.10,14.8,36.4,7.20
2019-05-02,61,23.9,10.3,4.70,16.9,33.5,18.37
2019-05-03,3,13.5,9.3,0.00,13.0,26.3,7.51
2019-05-04,55,18.8,10.7,4.20,8.2,26.3,11.40
2019-05-05,63,13.4,10.2,35.40,19.8,39.6,2.15
2019-05-06,53,19.4,9.1,1.20,16.6,32.4,17.39
2019-05-07,3,20.8,8.8,0.00,14.3,27.7,23.84
2019-05-08,3,19.1,10.9,0.00,12.6,28.8,21.59
2019-05-09,51,13.7,9.7,0.30,18.4,36.7,10.56
2019-05-10,61,22.5,11.7,3.50,15.9,40.7,14.63
2019-05-11,51,19.5,13.2,0.50,15.9,31.7,26.74
2019-05-12,63,13.9,7.0,22.90,26.3,51.1,2.58
2019-05-13,61,10.3,7.3,12.10,18.2,45.4,5.37
2019-05-14,55,11.1,7.5,4.90,11.7,24.8,4.86
2019-05-15,51,19.4,6.0,0.50,18.2,37.8,20.10
2019-05-16,51,20.7,9.1,0.70,13.2,24.8,26.38
2019-05-17,53,23.9,10.8,1.90,14.8,29.5,21.02
2019-05-18,3,22.3,11.9,0.00,14.2,26.3,29.16
2019-05-19,53,24.7,12.8,0.80,18.9,33.5,23.39
2019-05-20,51,28.9,18.5,0.10,20.1,48.6,24.03
2019-05-21,1,20.5,13.1,0.00,22.9,47.2,29.69
2019-05-22,1,22.0,10.2,0.00,15.9,29.2,29.47
2019-05-23,51,23.1,14.4,1.10,19.5,37.4,20.45
2019-05-24,3,22.2,15.8,0.00,30.5,58.7,24.86
2019-05-25,3,20.2,12.0,0.00,18.9,37.1,24.15
2019-05-26,53,29.6,14.6,2.20,14.9,34.6,26.18
2019-05-27,2,25.7,16.5,0.00,12.8,24.8,27.64
2019-05-28,63,20.9,14.9,10.40,19.2,42.1,9.42
2019-05-29,53,21.5,15.1,2.10,14.5,35.3,10.09
2019-05-30,61,21.2,14.5,6.60,14.4,36.0,9.83
2019-05-31,51,25.3,17.0,0.50,11.9,32.4,24.14
2019-06-01,2,25.4,15.4,0.00,12.0,22.3,27.49
2019-06-02,61,26.4,15.9,4.10,17.8,39.6,24.46
2019-06-03,1,20.5,14.2,0.00,22.1,43.2,28.95
2019-06-04,2,21.0,9.9,0.00,15.8,31.7,29.21
2019-06-05,55,26.3,15.8,3.80,18.1,33.5,19.67
2019-06-06,3,26.8,19.6,0.00,15.5,32.0,21.41
2019-06-07,3,25.2,17.4,0.00,10.3,20.9,20.97
2019-06-08,3,25.1,16.5,0.00,16.1,31.7,28.98
2019-06-09,1,22.8,14.1,0.00,18.3,38.2,30.33
2019-06-10,61,20.2,14.2,17.60,18.7,39.6,5.09
2019-06-11,61,23.7,16.6,8.50,22.7,45.7,26.30
2019-06-12,1,21.9,12.6,0.00,17.1,34.2,28.02
2019-06-13,63,19.4,14.3,20.90,29.4,46.4,8.78
2019-06-14,51,21.7,14.3,0.50,25.6,47.9,23.92
2019-06-15,51,26.3,12.6,0.50,21.4,37.8,29.22
2019-06-16,53,25.6,19.0,3.40,17.2,42.8,17.78
2019-06-17,53,23.2,18.6,2.70,7.9,30.2,12.92
2019-06-18,63,23.2,18.9,22.00,10.9,33.5,5.54
2019-06-19,53,21.4,18.2,5.20,12.3,29.2,9.21
2019-06-20,63,26.3,19.1,13.20,11.3,31.7,11.66
2019-06-21,53,23.3,18.5,7.50,19.7,48.6,15.15
2019-06-22,1,24.5,16.0,0.00,19.1,41.4,26.36
2019-06-23,1,27.2,15.6,0.00,14.3,30.2,30.42
2019-06-24,3,28.2,15.4,0.00,12.1,21.6,25.22
2019-06-25,61,28.0,20.4,9.80,9.4,27.4,12.37
2019-06-26,1,29.5,20.0,0.00,12.4,23.4,28.38
2019-06-27,1,30.3,20.0,0.00,11.7,20.9,28.13
2019-06-28,1,30.3,18.9,0.00,10.9,19.8,25.94
2019-06-29,63,31.4,21.0,7.10,14.1,32.8,22.68
2019-06-30,51,26.8,20.3,0.20,23.2,48.2,25.31
2019-07-01,1,28.6,17.6,0.00,15.6,33.1,28.56
2019-07-02,51,30.0,18.9,0.40,11.0,28.1,21.53
2019-07-03,51,29.4,22.0,0.30,6.8,16.6,20.55
2019-07-04,3,30.8,21.9,0.00,15.6,30.6,27.51
2019-07-05,51,27.8,20.3,0.10,13.3,22.7,16.65
2019-07-06,63,29.4,23.6,14.90,16.1,32.0,18.76
2019-07-07,55,27.2,21.7,2.80,12.7,33.1,22.58
2019-07-08,53,23.7,20.1,3.20,7.9,22.3,13.98
2019-07-09,2,30.2,18.5,0.00,9.0,19.4,29.43
2019-07-10,3,30.4,20.5,0.00,10.5,20.9,20.40
2019-07-11,61,28.9,22.0,5.80,17.7,32.8,17.70
2019-07-12,63,29.5,22.4,8.30,17.5,31.0,22.44
2019-07-13,2,29.6,19.9,0.00,12.2,23.8,28.00
2019-07-14,1,30.9,21.9,0.00,17.4,34.6,27.24
2019-07-15,1,29.7,18.3,0.00,13.3,26.3,29.39
2019-07-16,2,32.6,20.7,0.00,12.9,23.4,27.25
2019-07-17,61,33.7,24.0,7.30,13.0,32.4,21.84
2019-07-18,63,27.6,23.1,9.50,14.2,27.0,12.29
2019-07-19,3,32.4,22.5,0.00,13.3,24.1,22.00
2019-07-20,51,35.7,25.2,0.10,14.4,28.4,25.53
2019-07-21,53,35.6,25.2,1.50,15.5,33.8,25.61
2019-07-22,65,29.8,24.3,38.30,9.9,33.8,14.26
2019-07-23,65,24.2,19.4,55.80,21.6,50.0,9.68
2019-07-24,51,25.7,20.1,0.50,8.7,23.8,22.15
2019-07-25,1,27.4,19.2,0.00,9.9,20.5,24.70
2019-07-26,2,28.2,19.7,0.00,9.7,19.4,23.85
2019-07-27,51,28.3,20.3,0.30,12.0,23.4,22.71
2019-07-28,1,31.1,21.3,0.00,12.5,27.0,25.42
2019-07-29,51,31.8,21.8,0.70,12.6,25.9,25.13
2019-07-30,53,32.3,23.1,0.70,14.3,27.7,25.30
2019-07-31,65,30.5,22.3,17.80,11.6,23.8,21.21
2019-08-01,53,29.1,21.8,0.50,8.6,24.8,24.70
2019-08-02,53,28.0,21.6,0.70,10.5,22.0,20.13
2019-08-03,63,27.2,21.0,4.30,11.4,29.2,21.82
2019-08-04,1,29.5,21.5,0.00,7.7,19.1,23.67
2019-08-05,2,27.3,21.0,0.00,13.1,28.1,23.31
2019-08-06,53,26.3,20.5,3.60,12.0,26.3,14.21
2019-08-07,63,27.7,21.8,25.50,18.4,41.4,14.53
2019-08-08,3,29.0,20.2,0.00,16.9,35.3,22.02
2019-08-09,1,27.6,20.1,0.00,13.0,25.2,22.86
2019-08-10,2,26.9,18.3,0.00,18.9,36.0,25.47
2019-08-11,2,26.6,16.4,0.00,13.4,25.2,23.92
2019-08-12,3,29.2,16.6,0.00,13.6,25.9,23.72
2019-08-13,53,25.2,21.8,3.30,12.3,24.5,7.82
2019-08-14,61,26.7,21.0,2.10,9.7,25.2,13.05
2019-08-15,3,26.5,20.8,0.00,13.8,28.1,21.87
2019-08-16,51,26.0,20.6,0.10,13.6,25.2,11.34
2019-08-17,53,27.6,21.7,2.20,9.3,20.5,14.79
2019-08-18,63,30.8,22.7,6.20,11.3,27.7,18.39
2019-08-19,63,31.2,22.5,8.70,10.5,28.4,20.26
2019-08-20,1,29.1,22.4,0.00,10.4,21.2,21.03
2019-08-21,63,30.4,22.7,7.40,16.1,42.5,19.68
2019-08-22,3,31.2,22.7,0.00,13.0,24.1,21.99
2019-08-23,63,24.2,19.0,13.50,12.2,40.7,6.09
2019-08-24,3,23.6,17.3,0.00,15.5,32.4,20.63
2019-08-25,51,22.4,17.6,0.60,18.9,39.6,18.23
2019-08-26,3,22.2,15.6,0.00,14.8,30.6,20.37
2019-08-27,51,22.0,15.1,0.40,9.4,21.2,14.14
2019-08-28,61,25.3,17.6,7.20,9.2,22.0,9.49
2019-08-29,1,27.1,18.3,0.00,17.0,30.2,24.19
2019-08-30,2,29.5,15.9,0.00,19.0,33.5,21.88
2019-08-31,2,26.8,19.0,0.00,11.5,24.8,21.38
2019-09-01,3,24.3,16.3,0.00,14.8,31.0,18.81
2019-09-02,63,26.3,19.0,10.90,16.2,47.5,12.40
2019-09-03,3,26.1,18.1,0.00,12.0,22.0,22.15
2019-09-04,51,30.1,17.7,0.40,21.2,42.5,17.40
2019-09-05,3,22.8,17.0,0.00,15.5,30.6,16.02
2019-09-06,61,19.2,15.8,8.00,20.4,40.0,5.46
2019-09-07,53,23.7,14.6,1.70,18.8,40.0,16.38
2019-09-08,3,24.5,14.8,0.00,11.8,25.9,15.99
2019-09-09,53,23.7,17.6,2.40,11.9,23.8,16.05
2019-09-10,51,24.3,17.5,0.50,14.0,27.7,14.32
2019-09-11,3,31.0,19.3,0.00,18.6,30.6,18.64
2019-09-12,53,24.7,18.8,1.60,15.9,35.3,8.42
2019-09-13,3,20.0,15.6,0.00,17.9,36.7,16.33
2019-09-14,53,23.5,16.1,1.50,18.9,37.4,9.93
2019-09-15,3,27.3,19.2,0.00,8.1,20.2,20.43
2019-09-16,3,24.2,17.7,0.00,7.8,23.4,12.03
2019-09-17,2,23.9,16.0,0.00,12.3,25.2,21.06
2019-09-18,3,19.5,13.8,0.00,13.6,31.0,12.69
2019-09-19,0,19.9,10.3,0.00,10.2,24.1,21.27
2019-09-20,1,25.3,11.1,0.00,11.4,23.4,20.53
2019-09-21,0,27.7,13.3,0.00,9.8,22.0,20.03
2019-09-22,1,29.0,14.5,0.00,14.6,24.8,18.63
2019-09-23,55,31.2,20.4,1.60,16.6,30.6,17.19
2019-09-24,61,23.6,17.3,3.10,16.6,31.7,13.86
2019-09-25,2,25.0,13.0,0.00,10.0,19.1,19.13
2019-09-26,2,27.3,14.9,0.00,16.8,36.4,13.62
2019-09-27,1,23.4,12.2,0.00,12.9,27.0,19.23
2019-09-28,3,27.0,16.1,0.00,14.0,31.3,13.79
2019-09-29,1,25.4,18.3,0.00,15.5,36.4,17.99
2019-09-30,3,20.1,16.7,0.00,13.0,27.7,9.73
2019-10-01,3,28.0,17.2,0.00,16.0,28.4,13.81
2019-10-02,51,32.9,21.0,0.50,18.4,37.4,14.96
2019-10-03,55,20.5,13.1,6.10,19.1,37.4,1.36
2019-10-04,61,17.9,11.4,2.10,25.8,49.3,14.26
2019-10-05,3,14.4,8.0,0.00,16.8,31.3,18.43
2019-10-06,3,20.2,12.5,0.00,18.5,34.9,2.88
2019-10-07,53,25.2,16.9,1.30,19.9,49.7,9.73
2019-10-08,55,17.5,13.8,4.60,17.3,41.0,6.10
2019-10-09,55,15.0,11.2,7.20,19.5,43.2,5.78
2019-10-10,51,20.3,10.6,1.40,22.8,49.0,15.42
2019-10-11,3,17.0,11.8,0.00,23.5,50.8,8.92
2019-10-12,3,19.6,11.3,0.00,15.1,30.2,14.28
2019-10-13,3,18.2,10.9,0.00,12.5,23.8,14.76
2019-10-14,3,22.2,12.4,0.00,13.0,23.4,14.52
2019-10-15,1,17.2,8.4,0.00,10.7,22.0,15.84
2019-10-16,65,19.0,10.0,44.00,25.2,63.7,5.48
2019-10-17,53,13.7,8.5,2.00,41.3,91.4,7.60
2019-10-18,3,15.1,8.4,0.00,22.7,45.7,11.45
2019-10-19,1,15.2,4.4,0.00,10.8,22.7,15.39
2019-10-20,63,15.5,8.3,11.20,14.8,26.3,4.47
2019-10-21,3,17.6,9.4,0.00,15.5,29.9,14.55
2019-10-22,61,16.3,10.6,3.40,19.1,35.6,2.31
2019-10-23,61,17.7,10.6,5.50,19.7,37.4,14.43
2019-10-24,0,18.2,6.7,0.00,13.6,24.1,14.21
2019-10-25,3,17.2,7.9,0.00,9.6,19.8,9.82
2019-10-26,3,16.2,9.7,0.00,10.2,21.6,11.86
2019-10-27,63,18.5,12.8,35.60,23.8,70.2,1.27
2019-10-28,3,16.7,10.7,0.00,12.7,26.3,9.94
2019-10-29,51,15.8,12.9,0.10,9.7,20.5,2.29
2019-10-30,51,19.0,13.8,0.50,9.4,19.4,4.62
2019-10-31,61,20.2,15.2,11.30,33.4,67.3,1.57
2019-11-01,63,20.6,6.2,5.20,39.0,102.2,13.35
2019-11-02,3,10.4,2.8,0.00,11.1,23.4,9.98
2019-11-03,3,11.1,3.9,0.00,14.7,32.4,12.17
2019-11-04,1,12.3,3.7,0.00,14.5,27.7,12.17
2019-11-05,51,16.1,6.7,0.20,13.6,34.2,7.17
2019-11-06,0,11.5,4.5,0.00,13.1,28.8,12.42
2019-11-07,55,12.8,4.3,4.10,17.4,32.4,4.45
2019-11-08,51,4.9,-0.4,0.10,27.3,56.2,11.81
2019-11-09,1,4.1,-3.5,0.00,12.5,26.6,11.49
2019-11-10,3,10.6,-1.4,0.00,13.0,27.4,8.75
2019-11-11,1,14.8,3.7,0.00,10.2,18.7,10.08
2019-11-12,73,11.2,-2.5,2.80,24.0,45.7,2.00
2019-11-13,1,0.5,-4.3,0.00,24.9,47.9,11.83
2019-11-14,2,5.3,-2.5,0.00,11.6,28.1,9.71
2019-11-15,1,9.6,-1.6,0.00,16.2,29.5,11.10
2019-11-16,0,3.8,-0.7,0.00,21.3,41.8,11.56
2019-11-17,3,4.1,-1.3,0.00,19.4,38.2,3.99
2019-11-18,61,4.9,2.2,3.90,17.8,34.2,1.32
2019-11-19,61,10.1,2.2,6.10,10.5,20.2,8.59
2019-11-20,3,8.0,2.7,0.00,16.7,31.0,7.17
2019-11-21,3,10.4,1.2,0.00,14.1,27.4,10.22
2019-11-22,53,11.9,3.0,1.60,20.4,41.4,3.46
2019-11-23,51,6.9,-1.1,0.30,14.8,33.1,9.71
2019-11-24,63,8.9,3.5,28.20,24.6,54.4,1.34
2019-11-25,1,10.6,1.3,0.00,15.5,31.3,9.22
2019-11-26,1,14.1,0.8,0.00,9.7,19.1,9.71
2019-11-27,61,13.1,4.1,2.40,19.2,59.8,3.00
2019-11-28,3,9.9,2.6,0.00,30.5,63.0,7.38
2019-11-29,1,6.1,-0.1,0.00,22.2,40.7,9.42
2019-11-30,3,5.4,-1.8,0.00,13.8,27.7,9.49
2019-12-01,75,4.5,-2.6,18.30,30.3,59.4,1.22
2019-12-02,75,2.9,-0.2,20.70,26.9,58.7,1.24
2019-12-03,73,1.8,-2.6,1.70,22.9,44.6,8.93
2019-12-04,3,3.6,-4.3,0.00,14.0,26.6,6.54
2019-12-05,3,3.7,-1.9,0.00,25.9,48.6,8.11
2019-12-06,3,7.0,-4.0,0.00,19.9,36.7,6.58
2019-12-07,2,1.8,-3.0,0.00,16.8,36.0,8.04
2019-12-08,1,3.4,-2.9,0.00,13.7,26.6,8.30
2019-12-09,63,11.5,-0.8,20.20,22.9,65.5,1.21
2019-12-10,61,13.0,6.1,8.60,23.2,45.7,1.42
2019-12-11,73,5.1,-0.3,8.00,20.2,36.4,4.30
2019-12-12,1,1.2,-4.3,0.00,18.8,36.0,8.90
2019-12-13,61,9.0,0.3,12.80,14.8,29.9,1.57
2019-12-14,63,11.7,5.9,18.10,24.3,45.0,2.02
2019-12-15,3,7.5,1.3,0.00,27.0,52.2,7.49
2019-12-16,73,1.9,-0.2,1.00,12.2,22.7,2.31
2019-12-17,73,2.7,-0.1,19.40,16.0,56.9,0.69
2019-12-18,2,3.0,-3.8,0.00,26.6,51.1,8.02
2019-12-19,2,-3.6,-9.2,0.00,29.8,58.0,9.09
2019-12-20,0,0.4,-6.6,0.00,14.7,32.8,9.06
2019-12-21,3,0.8,-5.7,0.00,9.7,20.9,6.25
2019-12-22,0,6.9,-5.1,0.00,14.4,25.6,8.74
2019-12-23,1,11.2,-1.2,0.00,13.8,24.8,8.73
2019-12-24,1,7.6,-1.4,0.00,13.4,25.9,8.88
